value,deletef,delete1,keep,del2,hand,hand_type,hand_desc
1646,64,256,0,0,AAAT3,3K,ThreeAces
1647,64,0,0,0,AAAT2,3K,ThreeAces
1648,64,1536,15180,74100,AAA98,3K,ThreeAces
1649,64,1280,10120,39000,AAA97,3K,ThreeAces
1650,64,1024,6072,15600,AAA96,3K,ThreeAces
1651,64,768,3036,0,AAA95,3K,ThreeAces
1652,64,512,1012,0,AAA94,3K,ThreeAces
1653,64,256,0,0,AAA93,3K,ThreeAces
1654,64,0,0,0,AAA92,3K,ThreeAces
1655,64,1280,10120,35100,AAA87,3K,ThreeAces
1656,64,1024,6072,15600,AAA86,3K,ThreeAces
1657,64,768,3036,0,AAA85,3K,ThreeAces
1658,64,512,1012,0,AAA84,3K,ThreeAces
1659,64,256,0,0,AAA83,3K,ThreeAces
1660,64,0,0,0,AAA82,3K,ThreeAces
1661,64,1024,6072,11700,AAA76,3K,ThreeAces
1662,64,768,3036,0,AAA75,3K,ThreeAces
1663,64,512,1012,0,AAA74,3K,ThreeAces
1664,64,256,0,0,AAA73,3K,ThreeAces
1665,64,0,0,0,AAA72,3K,ThreeAces
1666,64,768,3036,0,AAA65,3K,ThreeAces
1667,64,512,1012,0,AAA64,3K,ThreeAces
1668,64,256,0,0,AAA63,3K,ThreeAces
1669,64,0,0,0,AAA62,3K,ThreeAces
1670,64,512,0,0,AAA54,3K,ThreeAces
1671,64,256,0,0,AAA53,3K,ThreeAces
1672,64,0,0,0,AAA52,3K,ThreeAces
1673,64,256,0,0,AAA43,3K,ThreeAces
1674,64,0,0,0,AAA42,3K,ThreeAces
1675,64,0,0,0,AAA32,3K,ThreeAces
1676,64,2560,44528,436800,KKKAQ,3K,ThreeKings
1677,64,2304,36432,327600,KKKAJ,3K,ThreeKings
1678,64,2048,28336,218400,KKKAT,3K,ThreeKings
1679,64,1792,21252,136500,KKKA9,3K,ThreeKings
1680,64,1536,15180,78000,KKKA8,3K,ThreeKings
1681,64,1280,10120,39000,KKKA7,3K,ThreeKings
1682,64,1024,6072,15600,KKKA6,3K,ThreeKings
1683,64,768,3036,0,KKKA5,3K,ThreeKings
1684,64,512,1012,0,KKKA4,3K,ThreeKings
1685,64,256,0,0,KKKA3,3K,ThreeKings
1686,64,0,0,0,KKKA2,3K,ThreeKings
1687,64,2304,35420,300300,KKKQJ,3K,ThreeKings
1688,64,2048,28336,218400,KKKQT,3K,ThreeKings
1689,64,1792,21252,136500,KKKQ9,3K,ThreeKings
1690,64,1536,15180,78000,KKKQ8,3K,ThreeKings
1691,64,1280,10120,39000,KKKQ7,3K,ThreeKings
1692,64,1024,6072,15600,KKKQ6,3K,ThreeKings
1693,64,768,3036,3900,KKKQ5,3K,ThreeKings
1694,64,512,1012,0,KKKQ4,3K,ThreeKings
1695,64,256,0,0,KKKQ3,3K,ThreeKings
1696,64,0,0,0,KKKQ2,3K,ThreeKings
1697,64,2048,28336,214500,KKKJT,3K,ThreeKings
1698,64,1792,21252,136500,KKKJ9,3K,ThreeKings
1699,64,1536,15180,78000,KKKJ8,3K,ThreeKings
1700,64,1280,10120,39000,KKKJ7,3K,ThreeKings
1701,64,1024,6072,15600,KKKJ6,3K,ThreeKings
1702,64,768,3036,3900,KKKJ5,3K,ThreeKings
1703,64,512,1012,0,KKKJ4,3K,ThreeKings
1704,64,256,0,0,KKKJ3,3K,ThreeKings
1705,64,0,0,0,KKKJ2,3K,ThreeKings
1706,64,1792,21252,132600,KKKT9,3K,ThreeKings
1707,64,1536,15180,78000,KKKT8,3K,ThreeKings
1708,64,1280,10120,39000,KKKT7,3K,ThreeKings
1709,64,1024,6072,15600,KKKT6,3K,ThreeKings
1710,64,768,3036,3900,KKKT5,3K,ThreeKings
1711,64,512,1012,0,KKKT4,3K,ThreeKings
1712,64,256,0,0,KKKT3,3K,ThreeKings
1713,64,0,0,0,KKKT2,3K,ThreeKings
1714,64,1536,15180,74100,KKK98,3K,ThreeKings
1715,64,1280,10120,39000,KKK97,3K,ThreeKings
1716,64,1024,6072,15600,KKK96,3K,ThreeKings
1717,64,768,3036,3900,KKK95,3K,ThreeKings
1718,64,512,1012,0,KKK94,3K,ThreeKings
1719,64,256,0,0,KKK93,3K,ThreeKings
1720,64,0,0,0,KKK92,3K,ThreeKings
1721,64,1280,10120,35100,KKK87,3K,ThreeKings
1722,64,1024,6072,15600,KKK86,3K,ThreeKings
1723,64,768,3036,3900,KKK85,3K,ThreeKings
1724,64,512,1012,0,KKK84,3K,ThreeKings
1725,64,256,0,0,KKK83,3K,ThreeKings
1726,64,0,0,0,KKK82,3K,ThreeKings
1727,64,1024,6072,11700,KKK76,3K,ThreeKings
1728,64,768,3036,3900,KKK75,3K,ThreeKings
1729,64,512,1012,0,KKK74,3K,ThreeKings
1730,64,256,0,0,KKK73,3K,ThreeKings
1731,64,0,0,0,KKK72,3K,ThreeKings
1732,64,768,3036,0,KKK65,3K,ThreeKings
1733,64,512,1012,0,KKK64,3K,ThreeKings
1734,64,256,0,0,KKK63,3K,ThreeKings
1735,64,0,0,0,KKK62,3K,ThreeKings
1736,64,512,1012,0,KKK54,3K,ThreeKings
1737,64,256,0,0,KKK53,3K,ThreeKings
1738,64,0,0,0,KKK52,3K,ThreeKings
1739,64,256,0,0,KKK43,3K,ThreeKings
1740,64,0,0,0,KKK42,3K,ThreeKings
1741,64,0,0,0,KKK32,3K,ThreeKings
1742,64,2560,44528,436800,QQQAK,3K,ThreeQueens
1743,64,2304,36432,323700,QQQAJ,3K,ThreeQueens
1744,64,2048,28336,218400,QQQAT,3K,ThreeQueens
1745,64,1792,21252,136500,QQQA9,3K,ThreeQueens
1746,64,1536,15180,78000,QQQA8,3K,ThreeQueens
1747,64,1280,10120,39000,QQQA7,3K,ThreeQueens
1748,64,1024,6072,15600,QQQA6,3K,ThreeQueens
1749,64,768,3036,0,QQQA5,3K,ThreeQueens
1750,64,512,1012,0,QQQA4,3K,ThreeQueens
1751,64,256,0,0,QQQA3,3K,ThreeQueens
1752,64,0,0,0,QQQA2,3K,ThreeQueens
1753,64,2304,35420,300300,QQQKJ,3K,ThreeQueens
1754,64,2048,28336,218400,QQQKT,3K,ThreeQueens
1755,64,1792,21252,136500,QQQK9,3K,ThreeQueens
1756,64,1536,15180,78000,QQQK8,3K,ThreeQueens
1757,64,1280,10120,39000,QQQK7,3K,ThreeQueens
1758,64,1024,6072,15600,QQQK6,3K,ThreeQueens
1759,64,768,3036,3900,QQQK5,3K,ThreeQueens
1760,64,512,1012,0,QQQK4,3K,ThreeQueens
1761,64,256,0,0,QQQK3,3K,ThreeQueens
1762,64,0,0,0,QQQK2,3K,ThreeQueens
1763,64,2048,27324,195000,QQQJT,3K,ThreeQueens
1764,64,1792,21252,136500,QQQJ9,3K,ThreeQueens
1765,64,1536,15180,78000,QQQJ8,3K,ThreeQueens
1766,64,1280,10120,39000,QQQJ7,3K,ThreeQueens
1767,64,1024,6072,15600,QQQJ6,3K,ThreeQueens
1768,64,768,3036,3900,QQQJ5,3K,ThreeQueens
1769,64,512,1012,0,QQQJ4,3K,ThreeQueens
1770,64,256,0,0,QQQJ3,3K,ThreeQueens
1771,64,0,0,0,QQQJ2,3K,ThreeQueens
1772,64,1792,21252,132600,QQQT9,3K,ThreeQueens
1773,64,1536,15180,78000,QQQT8,3K,ThreeQueens
1774,64,1280,10120,39000,QQQT7,3K,ThreeQueens
1775,64,1024,6072,15600,QQQT6,3K,ThreeQueens
1776,64,768,3036,3900,QQQT5,3K,ThreeQueens
1777,64,512,1012,0,QQQT4,3K,ThreeQueens
1778,64,256,0,0,QQQT3,3K,ThreeQueens
1779,64,0,0,0,QQQT2,3K,ThreeQueens
1780,64,1536,15180,74100,QQQ98,3K,ThreeQueens
1781,64,1280,10120,39000,QQQ97,3K,ThreeQueens
1782,64,1024,6072,15600,QQQ96,3K,ThreeQueens
1783,64,768,3036,3900,QQQ95,3K,ThreeQueens
1784,64,512,1012,0,QQQ94,3K,ThreeQueens
1785,64,256,0,0,QQQ93,3K,ThreeQueens
1786,64,0,0,0,QQQ92,3K,ThreeQueens
1787,64,1280,10120,35100,QQQ87,3K,ThreeQueens
1788,64,1024,6072,15600,QQQ86,3K,ThreeQueens
1789,64,768,3036,3900,QQQ85,3K,ThreeQueens
1790,64,512,1012,0,QQQ84,3K,ThreeQueens
1791,64,256,0,0,QQQ83,3K,ThreeQueens
1792,64,0,0,0,QQQ82,3K,ThreeQueens
1793,64,1024,6072,11700,QQQ76,3K,ThreeQueens
1794,64,768,3036,3900,QQQ75,3K,ThreeQueens
1795,64,512,1012,0,QQQ74,3K,ThreeQueens
1796,64,256,0,0,QQQ73,3K,ThreeQueens
1797,64,0,0,0,QQQ72,3K,ThreeQueens
1798,64,768,3036,0,QQQ65,3K,ThreeQueens
1799,64,512,1012,0,QQQ64,3K,ThreeQueens
1800,64,256,0,0,QQQ63,3K,ThreeQueens
1801,64,0,0,0,QQQ62,3K,ThreeQueens
1802,64,512,1012,0,QQQ54,3K,ThreeQueens
1803,64,256,0,0,QQQ53,3K,ThreeQueens
1804,64,0,0,0,QQQ52,3K,ThreeQueens
1805,64,256,0,0,QQQ43,3K,ThreeQueens
1806,64,0,0,0,QQQ42,3K,ThreeQueens
1807,64,0,0,0,QQQ32,3K,ThreeQueens
1808,64,2560,44528,436800,JJJAK,3K,ThreeJacks
1809,64,2304,36432,323700,JJJAQ,3K,ThreeJacks
1810,64,2048,28336,214500,JJJAT,3K,ThreeJacks
1811,64,1792,21252,136500,JJJA9,3K,ThreeJacks
1812,64,1536,15180,78000,JJJA8,3K,ThreeJacks
1813,64,1280,10120,39000,JJJA7,3K,ThreeJacks
1814,64,1024,6072,15600,JJJA6,3K,ThreeJacks
1815,64,768,3036,0,JJJA5,3K,ThreeJacks
1816,64,512,1012,0,JJJA4,3K,ThreeJacks
1817,64,256,0,0,JJJA3,3K,ThreeJacks
1818,64,0,0,0,JJJA2,3K,ThreeJacks
1819,64,2304,35420,300300,JJJKQ,3K,ThreeJacks
1820,64,2048,28336,214500,JJJKT,3K,ThreeJacks
1821,64,1792,21252,136500,JJJK9,3K,ThreeJacks
1822,64,1536,15180,78000,JJJK8,3K,ThreeJacks
1823,64,1280,10120,39000,JJJK7,3K,ThreeJacks
1824,64,1024,6072,15600,JJJK6,3K,ThreeJacks
1825,64,768,3036,3900,JJJK5,3K,ThreeJacks
1826,64,512,1012,0,JJJK4,3K,ThreeJacks
1827,64,256,0,0,JJJK3,3K,ThreeJacks
1828,64,0,0,0,JJJK2,3K,ThreeJacks
1829,64,2048,27324,195000,JJJQT,3K,ThreeJacks
1830,64,1792,21252,136500,JJJQ9,3K,ThreeJacks
1831,64,1536,15180,78000,JJJQ8,3K,ThreeJacks
1832,64,1280,10120,39000,JJJQ7,3K,ThreeJacks
1833,64,1024,6072,15600,JJJQ6,3K,ThreeJacks
1834,64,768,3036,3900,JJJQ5,3K,ThreeJacks
1835,64,512,1012,0,JJJQ4,3K,ThreeJacks
1836,64,256,0,0,JJJQ3,3K,ThreeJacks
1837,64,0,0,0,JJJQ2,3K,ThreeJacks
1838,64,1792,20240,117000,JJJT9,3K,ThreeJacks
1839,64,1536,15180,78000,JJJT8,3K,ThreeJacks
1840,64,1280,10120,39000,JJJT7,3K,ThreeJacks
1841,64,1024,6072,15600,JJJT6,3K,ThreeJacks
1842,64,768,3036,3900,JJJT5,3K,ThreeJacks
1843,64,512,1012,0,JJJT4,3K,ThreeJacks
1844,64,256,0,0,JJJT3,3K,ThreeJacks
1845,64,0,0,0,JJJT2,3K,ThreeJacks
1846,64,1536,15180,74100,JJJ98,3K,ThreeJacks
1847,64,1280,10120,39000,JJJ97,3K,ThreeJacks
1848,64,1024,6072,15600,JJJ96,3K,ThreeJacks
1849,64,768,3036,3900,JJJ95,3K,ThreeJacks
1850,64,512,1012,0,JJJ94,3K,ThreeJacks
1851,64,256,0,0,JJJ93,3K,ThreeJacks
1852,64,0,0,0,JJJ92,3K,ThreeJacks
1853,64,1280,10120,35100,JJJ87,3K,ThreeJacks
1854,64,1024,6072,15600,JJJ86,3K,ThreeJacks
1855,64,768,3036,3900,JJJ85,3K,ThreeJacks
1856,64,512,1012,0,JJJ84,3K,ThreeJacks
1857,64,256,0,0,JJJ83,3K,ThreeJacks
1858,64,0,0,0,JJJ82,3K,ThreeJacks
1859,64,1024,6072,11700,JJJ76,3K,ThreeJacks
1860,64,768,3036,3900,JJJ75,3K,ThreeJacks
1861,64,512,1012,0,JJJ74,3K,ThreeJacks
1862,64,256,0,0,JJJ73,3K,ThreeJacks
1863,64,0,0,0,JJJ72,3K,ThreeJacks
1864,64,768,3036,0,JJJ65,3K,ThreeJacks
1865,64,512,1012,0,JJJ64,3K,ThreeJacks
1866,64,256,0,0,JJJ63,3K,ThreeJacks
1867,64,0,0,0,JJJ62,3K,ThreeJacks
1868,64,512,1012,0,JJJ54,3K,ThreeJacks
1869,64,256,0,0,JJJ53,3K,ThreeJacks
1870,64,0,0,0,JJJ52,3K,ThreeJacks
1871,64,256,0,0,JJJ43,3K,ThreeJacks
1872,64,0,0,0,JJJ42,3K,ThreeJacks
1873,64,0,0,0,JJJ32,3K,ThreeJacks
1874,64,2560,44528,436800,TTTAK,3K,ThreeTens
1875,64,2304,36432,323700,TTTAQ,3K,ThreeTens
1876,64,2048,28336,214500,TTTAJ,3K,ThreeTens
1877,64,1792,21252,132600,TTTA9,3K,ThreeTens
1878,64,1536,15180,78000,TTTA8,3K,ThreeTens
1879,64,1280,10120,39000,TTTA7,3K,ThreeTens
1880,64,1024,6072,15600,TTTA6,3K,ThreeTens
1881,64,768,3036,0,TTTA5,3K,ThreeTens
1882,64,512,1012,0,TTTA4,3K,ThreeTens
1883,64,256,0,0,TTTA3,3K,ThreeTens
1884,64,0,0,0,TTTA2,3K,ThreeTens
1885,64,2304,35420,300300,TTTKQ,3K,ThreeTens
1886,64,2048,28336,214500,TTTKJ,3K,ThreeTens
1887,64,1792,21252,132600,TTTK9,3K,ThreeTens
1888,64,1536,15180,78000,TTTK8,3K,ThreeTens
1889,64,1280,10120,39000,TTTK7,3K,ThreeTens
1890,64,1024,6072,15600,TTTK6,3K,ThreeTens
1891,64,768,3036,3900,TTTK5,3K,ThreeTens
1892,64,512,1012,0,TTTK4,3K,ThreeTens
1893,64,256,0,0,TTTK3,3K,ThreeTens
1894,64,0,0,0,TTTK2,3K,ThreeTens
1895,64,2048,27324,195000,TTTQJ,3K,ThreeTens
1896,64,1792,21252,132600,TTTQ9,3K,ThreeTens
1897,64,1536,15180,78000,TTTQ8,3K,ThreeTens
1898,64,1280,10120,39000,TTTQ7,3K,ThreeTens
1899,64,1024,6072,15600,TTTQ6,3K,ThreeTens
1900,64,768,3036,3900,TTTQ5,3K,ThreeTens
1901,64,512,1012,0,TTTQ4,3K,ThreeTens
1902,64,256,0,0,TTTQ3,3K,ThreeTens
1903,64,0,0,0,TTTQ2,3K,ThreeTens
1904,64,1792,20240,117000,TTTJ9,3K,ThreeTens
1905,64,1536,15180,78000,TTTJ8,3K,ThreeTens
1906,64,1280,10120,39000,TTTJ7,3K,ThreeTens
1907,64,1024,6072,15600,TTTJ6,3K,ThreeTens
1908,64,768,3036,3900,TTTJ5,3K,ThreeTens
1909,64,512,1012,0,TTTJ4,3K,ThreeTens
1910,64,256,0,0,TTTJ3,3K,ThreeTens
1911,64,0,0,0,TTTJ2,3K,ThreeTens
1912,64,1536,14168,62400,TTT98,3K,ThreeTens
1913,64,1280,10120,39000,TTT97,3K,ThreeTens
1914,64,1024,6072,15600,TTT96,3K,ThreeTens
1915,64,768,3036,3900,TTT95,3K,ThreeTens
1916,64,512,1012,0,TTT94,3K,ThreeTens
1917,64,256,0,0,TTT93,3K,ThreeTens
1918,64,0,0,0,TTT92,3K,ThreeTens
1919,64,1280,10120,35100,TTT87,3K,ThreeTens
1920,64,1024,6072,15600,TTT86,3K,ThreeTens
1921,64,768,3036,3900,TTT85,3K,ThreeTens
1922,64,512,1012,0,TTT84,3K,ThreeTens
1923,64,256,0,0,TTT83,3K,ThreeTens
1924,64,0,0,0,TTT82,3K,ThreeTens
1925,64,1024,6072,11700,TTT76,3K,ThreeTens
1926,64,768,3036,3900,TTT75,3K,ThreeTens
1927,64,512,1012,0,TTT74,3K,ThreeTens
1928,64,256,0,0,TTT73,3K,ThreeTens
1929,64,0,0,0,TTT72,3K,ThreeTens
1930,64,768,3036,0,TTT65,3K,ThreeTens
1931,64,512,1012,0,TTT64,3K,ThreeTens
1932,64,256,0,0,TTT63,3K,ThreeTens
1933,64,0,0,0,TTT62,3K,ThreeTens
1934,64,512,1012,0,TTT54,3K,ThreeTens
1935,64,256,0,0,TTT53,3K,ThreeTens
1936,64,0,0,0,TTT52,3K,ThreeTens
1937,64,256,0,0,TTT43,3K,ThreeTens
1938,64,0,0,0,TTT42,3K,ThreeTens
1939,64,0,0,0,TTT32,3K,ThreeTens
1940,64,2560,45540,464100,999AK,3K,ThreeNines
1941,64,2304,36432,323700,999AQ,3K,ThreeNines
1942,64,2048,28336,214500,999AJ,3K,ThreeNines
1943,64,1792,21252,132600,999AT,3K,ThreeNines
1944,64,1536,15180,74100,999A8,3K,ThreeNines
1945,64,1280,10120,39000,999A7,3K,ThreeNines
1946,64,1024,6072,15600,999A6,3K,ThreeNines
1947,64,768,3036,0,999A5,3K,ThreeNines
1948,64,512,1012,0,999A4,3K,ThreeNines
1949,64,256,0,0,999A3,3K,ThreeNines
1950,64,0,0,0,999A2,3K,ThreeNines
1951,64,2304,35420,300300,999KQ,3K,ThreeNines
1952,64,2048,28336,214500,999KJ,3K,ThreeNines
1953,64,1792,21252,132600,999KT,3K,ThreeNines
1954,64,1536,15180,74100,999K8,3K,ThreeNines
1955,64,1280,10120,39000,999K7,3K,ThreeNines
1956,64,1024,6072,15600,999K6,3K,ThreeNines
1957,64,768,3036,3900,999K5,3K,ThreeNines
1958,64,512,1012,0,999K4,3K,ThreeNines
1959,64,256,0,0,999K3,3K,ThreeNines
1960,64,0,0,0,999K2,3K,ThreeNines
1961,64,2048,27324,195000,999QJ,3K,ThreeNines
1962,64,1792,21252,132600,999QT,3K,ThreeNines
1963,64,1536,15180,74100,999Q8,3K,ThreeNines
1964,64,1280,10120,39000,999Q7,3K,ThreeNines
1965,64,1024,6072,15600,999Q6,3K,ThreeNines
1966,64,768,3036,3900,999Q5,3K,ThreeNines
1967,64,512,1012,0,999Q4,3K,ThreeNines
1968,64,256,0,0,999Q3,3K,ThreeNines
1969,64,0,0,0,999Q2,3K,ThreeNines
1970,64,1792,20240,117000,999JT,3K,ThreeNines
1971,64,1536,15180,74100,999J8,3K,ThreeNines
1972,64,1280,10120,39000,999J7,3K,ThreeNines
1973,64,1024,6072,15600,999J6,3K,ThreeNines
1974,64,768,3036,3900,999J5,3K,ThreeNines
1975,64,512,1012,0,999J4,3K,ThreeNines
1976,64,256,0,0,999J3,3K,ThreeNines
1977,64,0,0,0,999J2,3K,ThreeNines
1978,64,1536,14168,62400,999T8,3K,ThreeNines
1979,64,1280,10120,39000,999T7,3K,ThreeNines
1980,64,1024,6072,15600,999T6,3K,ThreeNines
1981,64,768,3036,3900,999T5,3K,ThreeNines
1982,64,512,1012,0,999T4,3K,ThreeNines
1983,64,256,0,0,999T3,3K,ThreeNines
1984,64,0,0,0,999T2,3K,ThreeNines
1985,64,1280,9108,27300,99987,3K,ThreeNines
1986,64,1024,6072,15600,99986,3K,ThreeNines
1987,64,768,3036,3900,99985,3K,ThreeNines
1988,64,512,1012,0,99984,3K,ThreeNines
1989,64,256,0,0,99983,3K,ThreeNines
1990,64,0,0,0,99982,3K,ThreeNines
1991,64,1024,6072,11700,99976,3K,ThreeNines
1992,64,768,3036,3900,99975,3K,ThreeNines
1993,64,512,1012,0,99974,3K,ThreeNines
1994,64,256,0,0,99973,3K,ThreeNines
1995,64,0,0,0,99972,3K,ThreeNines
1996,64,768,3036,0,99965,3K,ThreeNines
1997,64,512,1012,0,99964,3K,ThreeNines
1998,64,256,0,0,99963,3K,ThreeNines
1999,64,0,0,0,99962,3K,ThreeNines
2000,64,512,1012,0,99954,3K,ThreeNines
2001,64,256,0,0,99953,3K,ThreeNines
2002,64,0,0,0,99952,3K,ThreeNines
2003,64,256,0,0,99943,3K,ThreeNines
2004,64,0,0,0,99942,3K,ThreeNines
2005,64,0,0,0,99932,3K,ThreeNines
2006,64,2560,45540,464100,888AK,3K,ThreeEights
2007,64,2304,36432,323700,888AQ,3K,ThreeEights
2008,64,2048,28336,214500,888AJ,3K,ThreeEights
2009,64,1792,21252,132600,888AT,3K,ThreeEights
2010,64,1536,15180,74100,888A9,3K,ThreeEights
2011,64,1280,10120,35100,888A7,3K,ThreeEights
2012,64,1024,6072,15600,888A6,3K,ThreeEights
2013,64,768,3036,0,888A5,3K,ThreeEights
2014,64,512,1012,0,888A4,3K,ThreeEights
2015,64,256,0,0,888A3,3K,ThreeEights
2016,64,0,0,0,888A2,3K,ThreeEights
2017,64,2304,36432,323700,888KQ,3K,ThreeEights
2018,64,2048,28336,214500,888KJ,3K,ThreeEights
2019,64,1792,21252,132600,888KT,3K,ThreeEights
2020,64,1536,15180,74100,888K9,3K,ThreeEights
2021,64,1280,10120,35100,888K7,3K,ThreeEights
2022,64,1024,6072,15600,888K6,3K,ThreeEights
2023,64,768,3036,3900,888K5,3K,ThreeEights
2024,64,512,1012,0,888K4,3K,ThreeEights
2025,64,256,0,0,888K3,3K,ThreeEights
2026,64,0,0,0,888K2,3K,ThreeEights
2027,64,2048,27324,195000,888QJ,3K,ThreeEights
2028,64,1792,21252,132600,888QT,3K,ThreeEights
2029,64,1536,15180,74100,888Q9,3K,ThreeEights
2030,64,1280,10120,35100,888Q7,3K,ThreeEights
2031,64,1024,6072,15600,888Q6,3K,ThreeEights
2032,64,768,3036,3900,888Q5,3K,ThreeEights
2033,64,512,1012,0,888Q4,3K,ThreeEights
2034,64,256,0,0,888Q3,3K,ThreeEights
2035,64,0,0,0,888Q2,3K,ThreeEights
2036,64,1792,20240,117000,888JT,3K,ThreeEights
2037,64,1536,15180,74100,888J9,3K,ThreeEights
2038,64,1280,10120,35100,888J7,3K,ThreeEights
2039,64,1024,6072,15600,888J6,3K,ThreeEights
2040,64,768,3036,3900,888J5,3K,ThreeEights
2041,64,512,1012,0,888J4,3K,ThreeEights
2042,64,256,0,0,888J3,3K,ThreeEights
2043,64,0,0,0,888J2,3K,ThreeEights
2044,64,1536,14168,62400,888T9,3K,ThreeEights
2045,64,1280,10120,35100,888T7,3K,ThreeEights
2046,64,1024,6072,15600,888T6,3K,ThreeEights
2047,64,768,3036,3900,888T5,3K,ThreeEights
2048,64,512,1012,0,888T4,3K,ThreeEights
2049,64,256,0,0,888T3,3K,ThreeEights
2050,64,0,0,0,888T2,3K,ThreeEights
2051,64,1280,9108,27300,88897,3K,ThreeEights
2052,64,1024,6072,15600,88896,3K,ThreeEights
2053,64,768,3036,3900,88895,3K,ThreeEights
2054,64,512,1012,0,88894,3K,ThreeEights
2055,64,256,0,0,88893,3K,ThreeEights
2056,64,0,0,0,88892,3K,ThreeEights
2057,64,1024,5060,7800,88876,3K,ThreeEights
2058,64,768,3036,3900,88875,3K,ThreeEights
2059,64,512,1012,0,88874,3K,ThreeEights
2060,64,256,0,0,88873,3K,ThreeEights
2061,64,0,0,0,88872,3K,ThreeEights
2062,64,768,3036,0,88865,3K,ThreeEights
2063,64,512,1012,0,88864,3K,ThreeEights
2064,64,256,0,0,88863,3K,ThreeEights
2065,64,0,0,0,88862,3K,ThreeEights
2066,64,512,1012,0,88854,3K,ThreeEights
2067,64,256,0,0,88853,3K,ThreeEights
2068,64,0,0,0,88852,3K,ThreeEights
2069,64,256,0,0,88843,3K,ThreeEights
2070,64,0,0,0,88842,3K,ThreeEights
2071,64,0,0,0,88832,3K,ThreeEights
2072,64,2560,45540,464100,777AK,3K,ThreeSevens
2073,64,2304,36432,327600,777AQ,3K,ThreeSevens
2074,64,2048,28336,214500,777AJ,3K,ThreeSevens
2075,64,1792,21252,132600,777AT,3K,ThreeSevens
2076,64,1536,15180,74100,777A9,3K,ThreeSevens
2077,64,1280,10120,35100,777A8,3K,ThreeSevens
2078,64,1024,6072,11700,777A6,3K,ThreeSevens
2079,64,768,3036,0,777A5,3K,ThreeSevens
2080,64,512,1012,0,777A4,3K,ThreeSevens
2081,64,256,0,0,777A3,3K,ThreeSevens
2082,64,0,0,0,777A2,3K,ThreeSevens
2083,64,2304,36432,323700,777KQ,3K,ThreeSevens
2084,64,2048,28336,214500,777KJ,3K,ThreeSevens
2085,64,1792,21252,132600,777KT,3K,ThreeSevens
2086,64,1536,15180,74100,777K9,3K,ThreeSevens
2087,64,1280,10120,35100,777K8,3K,ThreeSevens
2088,64,1024,6072,11700,777K6,3K,ThreeSevens
2089,64,768,3036,3900,777K5,3K,ThreeSevens
2090,64,512,1012,0,777K4,3K,ThreeSevens
2091,64,256,0,0,777K3,3K,ThreeSevens
2092,64,0,0,0,777K2,3K,ThreeSevens
2093,64,2048,28336,214500,777QJ,3K,ThreeSevens
2094,64,1792,21252,132600,777QT,3K,ThreeSevens
2095,64,1536,15180,74100,777Q9,3K,ThreeSevens
2096,64,1280,10120,35100,777Q8,3K,ThreeSevens
2097,64,1024,6072,11700,777Q6,3K,ThreeSevens
2098,64,768,3036,3900,777Q5,3K,ThreeSevens
2099,64,512,1012,0,777Q4,3K,ThreeSevens
2100,64,256,0,0,777Q3,3K,ThreeSevens
2101,64,0,0,0,777Q2,3K,ThreeSevens
2102,64,1792,20240,117000,777JT,3K,ThreeSevens
2103,64,1536,15180,74100,777J9,3K,ThreeSevens
2104,64,1280,10120,35100,777J8,3K,ThreeSevens
2105,64,1024,6072,11700,777J6,3K,ThreeSevens
2106,64,768,3036,3900,777J5,3K,ThreeSevens
2107,64,512,1012,0,777J4,3K,ThreeSevens
2108,64,256,0,0,777J3,3K,ThreeSevens
2109,64,0,0,0,777J2,3K,ThreeSevens
2110,64,1536,14168,62400,777T9,3K,ThreeSevens
2111,64,1280,10120,35100,777T8,3K,ThreeSevens
2112,64,1024,6072,11700,777T6,3K,ThreeSevens
2113,64,768,3036,3900,777T5,3K,ThreeSevens
2114,64,512,1012,0,777T4,3K,ThreeSevens
2115,64,256,0,0,777T3,3K,ThreeSevens
2116,64,0,0,0,777T2,3K,ThreeSevens
2117,64,1280,9108,27300,77798,3K,ThreeSevens
2118,64,1024,6072,11700,77796,3K,ThreeSevens
2119,64,768,3036,3900,77795,3K,ThreeSevens
2120,64,512,1012,0,77794,3K,ThreeSevens
2121,64,256,0,0,77793,3K,ThreeSevens
2122,64,0,0,0,77792,3K,ThreeSevens
2123,64,1024,5060,7800,77786,3K,ThreeSevens
2124,64,768,3036,3900,77785,3K,ThreeSevens
2125,64,512,1012,0,77784,3K,ThreeSevens
2126,64,256,0,0,77783,3K,ThreeSevens
2127,64,0,0,0,77782,3K,ThreeSevens
2128,64,768,2024,0,77765,3K,ThreeSevens
2129,64,512,1012,0,77764,3K,ThreeSevens
2130,64,256,0,0,77763,3K,ThreeSevens
2131,64,0,0,0,77762,3K,ThreeSevens
2132,64,512,1012,0,77754,3K,ThreeSevens
2133,64,256,0,0,77753,3K,ThreeSevens
2134,64,0,0,0,77752,3K,ThreeSevens
2135,64,256,0,0,77743,3K,ThreeSevens
2136,64,0,0,0,77742,3K,ThreeSevens
2137,64,0,0,0,77732,3K,ThreeSevens
2138,64,2560,45540,464100,666AK,3K,ThreeSixes
2139,64,2304,36432,327600,666AQ,3K,ThreeSixes
2140,64,2048,28336,218400,666AJ,3K,ThreeSixes
2141,64,1792,21252,132600,666AT,3K,ThreeSixes
2142,64,1536,15180,74100,666A9,3K,ThreeSixes
