value,deletef,delete1,keep,del2,hand,hand_type,hand_desc
4431,384,6096,35640,90000,99AK6,1P,PairofNines
4432,384,4572,17820,0,99AK5,1P,PairofNines
4433,384,3048,5940,0,99AK4,1P,PairofNines
4434,384,1524,0,0,99AK3,1P,PairofNines
4435,384,0,0,0,99AK2,1P,PairofNines
4436,384,12192,160380,1125000,99AQJ,1P,PairofNines
4437,384,10668,124740,765000,99AQT,1P,PairofNines
4438,384,9144,89100,427500,99AQ8,1P,PairofNines
4439,384,7620,59400,225000,99AQ7,1P,PairofNines
4440,384,6096,35640,90000,99AQ6,1P,PairofNines
4441,384,4572,17820,0,99AQ5,1P,PairofNines
4442,384,3048,5940,0,99AQ4,1P,PairofNines
4443,384,1524,0,0,99AQ3,1P,PairofNines
4444,384,0,0,0,99AQ2,1P,PairofNines
4445,384,10668,118800,675000,99AJT,1P,PairofNines
4446,384,9144,89100,427500,99AJ8,1P,PairofNines
4447,384,7620,59400,225000,99AJ7,1P,PairofNines
4448,384,6096,35640,90000,99AJ6,1P,PairofNines
4449,384,4572,17820,0,99AJ5,1P,PairofNines
4450,384,3048,5940,0,99AJ4,1P,PairofNines
4451,384,1524,0,0,99AJ3,1P,PairofNines
4452,384,0,0,0,99AJ2,1P,PairofNines
4453,384,9144,83160,360000,99AT8,1P,PairofNines
4454,384,7620,59400,225000,99AT7,1P,PairofNines
4455,384,6096,35640,90000,99AT6,1P,PairofNines
4456,384,4572,17820,0,99AT5,1P,PairofNines
4457,384,3048,5940,0,99AT4,1P,PairofNines
4458,384,1524,0,0,99AT3,1P,PairofNines
4459,384,0,0,0,99AT2,1P,PairofNines
4460,384,7620,53460,157500,99A87,1P,PairofNines
4461,384,6096,35640,90000,99A86,1P,PairofNines
4462,384,4572,17820,0,99A85,1P,PairofNines
4463,384,3048,5940,0,99A84,1P,PairofNines
4464,384,1524,0,0,99A83,1P,PairofNines
4465,384,0,0,0,99A82,1P,PairofNines
4466,384,6096,35640,67500,99A76,1P,PairofNines
4467,384,4572,17820,0,99A75,1P,PairofNines
4468,384,3048,5940,0,99A74,1P,PairofNines
4469,384,1524,0,0,99A73,1P,PairofNines
4470,384,0,0,0,99A72,1P,PairofNines
4471,384,4572,17820,0,99A65,1P,PairofNines
4472,384,3048,5940,0,99A64,1P,PairofNines
4473,384,1524,0,0,99A63,1P,PairofNines
4474,384,0,0,0,99A62,1P,PairofNines
4475,384,3048,0,0,99A54,1P,PairofNines
4476,384,1524,0,0,99A53,1P,PairofNines
4477,384,0,0,0,99A52,1P,PairofNines
4478,384,1524,0,0,99A43,1P,PairofNines
4479,384,0,0,0,99A42,1P,PairofNines
4480,384,0,0,0,99A32,1P,PairofNines
4481,384,10668,124740,787500,99KQJ,1P,PairofNines
4482,384,10668,124740,765000,99KQT,1P,PairofNines
4483,384,9144,89100,427500,99KQ8,1P,PairofNines
4484,384,7620,59400,225000,99KQ7,1P,PairofNines
4485,384,6096,35640,90000,99KQ6,1P,PairofNines
4486,384,4572,17820,22500,99KQ5,1P,PairofNines
4487,384,3048,5940,0,99KQ4,1P,PairofNines
4488,384,1524,0,0,99KQ3,1P,PairofNines
4489,384,0,0,0,99KQ2,1P,PairofNines
4490,384,10668,118800,675000,99KJT,1P,PairofNines
4491,384,9144,89100,427500,99KJ8,1P,PairofNines
4492,384,7620,59400,225000,99KJ7,1P,PairofNines
4493,384,6096,35640,90000,99KJ6,1P,PairofNines
4494,384,4572,17820,22500,99KJ5,1P,PairofNines
4495,384,3048,5940,0,99KJ4,1P,PairofNines
4496,384,1524,0,0,99KJ3,1P,PairofNines
4497,384,0,0,0,99KJ2,1P,PairofNines
4498,384,9144,83160,360000,99KT8,1P,PairofNines
4499,384,7620,59400,225000,99KT7,1P,PairofNines
4500,384,6096,35640,90000,99KT6,1P,PairofNines
4501,384,4572,17820,22500,99KT5,1P,PairofNines
4502,384,3048,5940,0,99KT4,1P,PairofNines
4503,384,1524,0,0,99KT3,1P,PairofNines
4504,384,0,0,0,99KT2,1P,PairofNines
4505,384,7620,53460,157500,99K87,1P,PairofNines
4506,384,6096,35640,90000,99K86,1P,PairofNines
4507,384,4572,17820,22500,99K85,1P,PairofNines
4508,384,3048,5940,0,99K84,1P,PairofNines
4509,384,1524,0,0,99K83,1P,PairofNines
4510,384,0,0,0,99K82,1P,PairofNines
4511,384,6096,35640,67500,99K76,1P,PairofNines
4512,384,4572,17820,22500,99K75,1P,PairofNines
4513,384,3048,5940,0,99K74,1P,PairofNines
4514,384,1524,0,0,99K73,1P,PairofNines
4515,384,0,0,0,99K72,1P,PairofNines
4516,384,4572,17820,0,99K65,1P,PairofNines
4517,384,3048,5940,0,99K64,1P,PairofNines
4518,384,1524,0,0,99K63,1P,PairofNines
4519,384,0,0,0,99K62,1P,PairofNines
4520,384,3048,5940,0,99K54,1P,PairofNines
4521,384,1524,0,0,99K53,1P,PairofNines
4522,384,0,0,0,99K52,1P,PairofNines
4523,384,1524,0,0,99K43,1P,PairofNines
4524,384,0,0,0,99K42,1P,PairofNines
4525,384,0,0,0,99K32,1P,PairofNines
4526,384,9144,89100,450000,99QJT,1P,PairofNines
4527,384,9144,89100,427500,99QJ8,1P,PairofNines
4528,384,7620,59400,225000,99QJ7,1P,PairofNines
4529,384,6096,35640,90000,99QJ6,1P,PairofNines
4530,384,4572,17820,22500,99QJ5,1P,PairofNines
4531,384,3048,5940,0,99QJ4,1P,PairofNines
4532,384,1524,0,0,99QJ3,1P,PairofNines
4533,384,0,0,0,99QJ2,1P,PairofNines
4534,384,9144,83160,360000,99QT8,1P,PairofNines
4535,384,7620,59400,225000,99QT7,1P,PairofNines
4536,384,6096,35640,90000,99QT6,1P,PairofNines
4537,384,4572,17820,22500,99QT5,1P,PairofNines
4538,384,3048,5940,0,99QT4,1P,PairofNines
4539,384,1524,0,0,99QT3,1P,PairofNines
4540,384,0,0,0,99QT2,1P,PairofNines
4541,384,7620,53460,157500,99Q87,1P,PairofNines
4542,384,6096,35640,90000,99Q86,1P,PairofNines
4543,384,4572,17820,22500,99Q85,1P,PairofNines
4544,384,3048,5940,0,99Q84,1P,PairofNines
4545,384,1524,0,0,99Q83,1P,PairofNines
4546,384,0,0,0,99Q82,1P,PairofNines
4547,384,6096,35640,67500,99Q76,1P,PairofNines
4548,384,4572,17820,22500,99Q75,1P,PairofNines
4549,384,3048,5940,0,99Q74,1P,PairofNines
4550,384,1524,0,0,99Q73,1P,PairofNines
4551,384,0,0,0,99Q72,1P,PairofNines
4552,384,4572,17820,0,99Q65,1P,PairofNines
4553,384,3048,5940,0,99Q64,1P,PairofNines
4554,384,1524,0,0,99Q63,1P,PairofNines
4555,384,0,0,0,99Q62,1P,PairofNines
4556,384,3048,5940,0,99Q54,1P,PairofNines
4557,384,1524,0,0,99Q53,1P,PairofNines
4558,384,0,0,0,99Q52,1P,PairofNines
4559,384,1524,0,0,99Q43,1P,PairofNines
4560,384,0,0,0,99Q42,1P,PairofNines
4561,384,0,0,0,99Q32,1P,PairofNines
4562,384,7620,59400,225000,99JT8,1P,PairofNines
4563,384,7620,59400,225000,99JT7,1P,PairofNines
4564,384,6096,35640,90000,99JT6,1P,PairofNines
4565,384,4572,17820,22500,99JT5,1P,PairofNines
4566,384,3048,5940,0,99JT4,1P,PairofNines
4567,384,1524,0,0,99JT3,1P,PairofNines
4568,384,0,0,0,99JT2,1P,PairofNines
4569,384,7620,53460,157500,99J87,1P,PairofNines
4570,384,6096,35640,90000,99J86,1P,PairofNines
4571,384,4572,17820,22500,99J85,1P,PairofNines
4572,384,3048,5940,0,99J84,1P,PairofNines
4573,384,1524,0,0,99J83,1P,PairofNines
4574,384,0,0,0,99J82,1P,PairofNines
4575,384,6096,35640,67500,99J76,1P,PairofNines
4576,384,4572,17820,22500,99J75,1P,PairofNines
4577,384,3048,5940,0,99J74,1P,PairofNines
4578,384,1524,0,0,99J73,1P,PairofNines
4579,384,0,0,0,99J72,1P,PairofNines
4580,384,4572,17820,0,99J65,1P,PairofNines
4581,384,3048,5940,0,99J64,1P,PairofNines
4582,384,1524,0,0,99J63,1P,PairofNines
4583,384,0,0,0,99J62,1P,PairofNines
4584,384,3048,5940,0,99J54,1P,PairofNines
4585,384,1524,0,0,99J53,1P,PairofNines
4586,384,0,0,0,99J52,1P,PairofNines
4587,384,1524,0,0,99J43,1P,PairofNines
4588,384,0,0,0,99J42,1P,PairofNines
4589,384,0,0,0,99J32,1P,PairofNines
4590,384,6096,35640,90000,99T87,1P,PairofNines
4591,384,6096,35640,90000,99T86,1P,PairofNines
4592,384,4572,17820,22500,99T85,1P,PairofNines
4593,384,3048,5940,0,99T84,1P,PairofNines
4594,384,1524,0,0,99T83,1P,PairofNines
4595,384,0,0,0,99T82,1P,PairofNines
4596,384,6096,35640,67500,99T76,1P,PairofNines
4597,384,4572,17820,22500,99T75,1P,PairofNines
4598,384,3048,5940,0,99T74,1P,PairofNines
4599,384,1524,0,0,99T73,1P,PairofNines
4600,384,0,0,0,99T72,1P,PairofNines
4601,384,4572,17820,0,99T65,1P,PairofNines
4602,384,3048,5940,0,99T64,1P,PairofNines
4603,384,1524,0,0,99T63,1P,PairofNines
4604,384,0,0,0,99T62,1P,PairofNines
4605,384,3048,5940,0,99T54,1P,PairofNines
4606,384,1524,0,0,99T53,1P,PairofNines
4607,384,0,0,0,99T52,1P,PairofNines
4608,384,1524,0,0,99T43,1P,PairofNines
4609,384,0,0,0,99T42,1P,PairofNines
4610,384,0,0,0,99T32,1P,PairofNines
4611,384,4572,17820,22500,99876,1P,PairofNines
4612,384,4572,17820,22500,99875,1P,PairofNines
4613,384,3048,5940,0,99874,1P,PairofNines
4614,384,1524,0,0,99873,1P,PairofNines
4615,384,0,0,0,99872,1P,PairofNines
4616,384,4572,17820,0,99865,1P,PairofNines
4617,384,3048,5940,0,99864,1P,PairofNines
4618,384,1524,0,0,99863,1P,PairofNines
4619,384,0,0,0,99862,1P,PairofNines
4620,384,3048,5940,0,99854,1P,PairofNines
4621,384,1524,0,0,99853,1P,PairofNines
4622,384,0,0,0,99852,1P,PairofNines
4623,384,1524,0,0,99843,1P,PairofNines
4624,384,0,0,0,99842,1P,PairofNines
4625,384,0,0,0,99832,1P,PairofNines
4626,384,4572,11880,0,99765,1P,PairofNines
4627,384,3048,5940,0,99764,1P,PairofNines
4628,384,1524,0,0,99763,1P,PairofNines
4629,384,0,0,0,99762,1P,PairofNines
4630,384,3048,5940,0,99754,1P,PairofNines
4631,384,1524,0,0,99753,1P,PairofNines
4632,384,0,0,0,99752,1P,PairofNines
4633,384,1524,0,0,99743,1P,PairofNines
4634,384,0,0,0,99742,1P,PairofNines
4635,384,0,0,0,99732,1P,PairofNines
4636,384,3048,0,0,99654,1P,PairofNines
4637,384,1524,0,0,99653,1P,PairofNines
4638,384,0,0,0,99652,1P,PairofNines
4639,384,1524,0,0,99643,1P,PairofNines
4640,384,0,0,0,99642,1P,PairofNines
4641,384,0,0,0,99632,1P,PairofNines
4642,384,1524,0,0,99543,1P,PairofNines
4643,384,0,0,0,99542,1P,PairofNines
4644,384,0,0,0,99532,1P,PairofNines
4645,384,0,0,0,99432,1P,PairofNines
4646,384,13716,207900,1732500,88AKQ,1P,PairofEights
4647,384,12192,166320,1237500,88AKJ,1P,PairofEights
4648,384,10668,124740,765000,88AKT,1P,PairofEights
4649,384,9144,89100,427500,88AK9,1P,PairofEights
4650,384,7620,59400,202500,88AK7,1P,PairofEights
4651,384,6096,35640,90000,88AK6,1P,PairofEights
4652,384,4572,17820,0,88AK5,1P,PairofEights
4653,384,3048,5940,0,88AK4,1P,PairofEights
4654,384,1524,0,0,88AK3,1P,PairofEights
4655,384,0,0,0,88AK2,1P,PairofEights
4656,384,12192,160380,1125000,88AQJ,1P,PairofEights
4657,384,10668,124740,765000,88AQT,1P,PairofEights
4658,384,9144,89100,427500,88AQ9,1P,PairofEights
4659,384,7620,59400,202500,88AQ7,1P,PairofEights
4660,384,6096,35640,90000,88AQ6,1P,PairofEights
4661,384,4572,17820,0,88AQ5,1P,PairofEights
4662,384,3048,5940,0,88AQ4,1P,PairofEights
4663,384,1524,0,0,88AQ3,1P,PairofEights
4664,384,0,0,0,88AQ2,1P,PairofEights
4665,384,10668,118800,675000,88AJT,1P,PairofEights
4666,384,9144,89100,427500,88AJ9,1P,PairofEights
4667,384,7620,59400,202500,88AJ7,1P,PairofEights
4668,384,6096,35640,90000,88AJ6,1P,PairofEights
4669,384,4572,17820,0,88AJ5,1P,PairofEights
4670,384,3048,5940,0,88AJ4,1P,PairofEights
4671,384,1524,0,0,88AJ3,1P,PairofEights
4672,384,0,0,0,88AJ2,1P,PairofEights
4673,384,9144,83160,360000,88AT9,1P,PairofEights
4674,384,7620,59400,202500,88AT7,1P,PairofEights
4675,384,6096,35640,90000,88AT6,1P,PairofEights
4676,384,4572,17820,0,88AT5,1P,PairofEights
4677,384,3048,5940,0,88AT4,1P,PairofEights
4678,384,1524,0,0,88AT3,1P,PairofEights
4679,384,0,0,0,88AT2,1P,PairofEights
4680,384,7620,53460,157500,88A97,1P,PairofEights
4681,384,6096,35640,90000,88A96,1P,PairofEights
4682,384,4572,17820,0,88A95,1P,PairofEights
4683,384,3048,5940,0,88A94,1P,PairofEights
4684,384,1524,0,0,88A93,1P,PairofEights
4685,384,0,0,0,88A92,1P,PairofEights
4686,384,6096,29700,45000,88A76,1P,PairofEights
4687,384,4572,17820,0,88A75,1P,PairofEights
4688,384,3048,5940,0,88A74,1P,PairofEights
4689,384,1524,0,0,88A73,1P,PairofEights
4690,384,0,0,0,88A72,1P,PairofEights
4691,384,4572,17820,0,88A65,1P,PairofEights
4692,384,3048,5940,0,88A64,1P,PairofEights
4693,384,1524,0,0,88A63,1P,PairofEights
4694,384,0,0,0,88A62,1P,PairofEights
4695,384,3048,0,0,88A54,1P,PairofEights
4696,384,1524,0,0,88A53,1P,PairofEights
4697,384,0,0,0,88A52,1P,PairofEights
4698,384,1524,0,0,88A43,1P,PairofEights
4699,384,0,0,0,88A42,1P,PairofEights
4700,384,0,0,0,88A32,1P,PairofEights
4701,384,12192,160380,1125000,88KQJ,1P,PairofEights
4702,384,10668,124740,765000,88KQT,1P,PairofEights
4703,384,9144,89100,427500,88KQ9,1P,PairofEights
4704,384,7620,59400,202500,88KQ7,1P,PairofEights
4705,384,6096,35640,90000,88KQ6,1P,PairofEights
4706,384,4572,17820,22500,88KQ5,1P,PairofEights
4707,384,3048,5940,0,88KQ4,1P,PairofEights
4708,384,1524,0,0,88KQ3,1P,PairofEights
4709,384,0,0,0,88KQ2,1P,PairofEights
4710,384,10668,118800,675000,88KJT,1P,PairofEights
4711,384,9144,89100,427500,88KJ9,1P,PairofEights
4712,384,7620,59400,202500,88KJ7,1P,PairofEights
4713,384,6096,35640,90000,88KJ6,1P,PairofEights
4714,384,4572,17820,22500,88KJ5,1P,PairofEights
4715,384,3048,5940,0,88KJ4,1P,PairofEights
4716,384,1524,0,0,88KJ3,1P,PairofEights
4717,384,0,0,0,88KJ2,1P,PairofEights
4718,384,9144,83160,360000,88KT9,1P,PairofEights
4719,384,7620,59400,202500,88KT7,1P,PairofEights
4720,384,6096,35640,90000,88KT6,1P,PairofEights
4721,384,4572,17820,22500,88KT5,1P,PairofEights
